film,oseba,vloga,mesto
68473,958,R,1
68519,503095,I,1
68519,900120,I,2
68519,613638,I,3
68519,469434,I,4
68519,785877,R,1
68555,95,I,1
68555,698,I,2
68555,489837,I,3
68555,1017,I,4
68555,95,R,1
68611,277424,I,1
68611,287687,I,2
68611,500317,I,3
68611,557281,I,4
68611,33,R,1
68612,385830,I,1
68612,502158,I,2
68612,567315,I,3
68612,257568,I,4
68612,835,R,1
68638,537,I,1
68638,532298,I,2
68638,424565,I,3
68638,1783,I,4
68638,1603,R,1
68646,8,I,1
68646,199,I,2
68646,1001,I,3
68646,473,I,4
68646,338,R,1
68699,142,I,1
68699,89244,I,2
68699,384494,I,3
68699,752751,I,4
68699,142,R,1
68713,489,I,1
68713,1088,I,2
68713,210274,I,3
68713,869055,I,4
68713,554632,R,1
68762,602,I,1
68762,2095,I,2
68762,93386,I,3
68762,16365,I,4
68762,1628,R,1
68767,45,I,1
68767,583963,I,2
68767,862875,I,3
68767,947935,I,4
68767,516344,R,1
68768,142,I,1
68768,380,I,2
68768,768334,I,3
68768,835144,I,4
68768,836328,R,1
68833,144053,I,1
68833,335715,I,2
68833,381450,I,3
68833,511107,I,4
68833,127,R,1
68931,314,I,1
68931,1821,I,2
68931,943978,I,3
68931,409866,I,4
68931,935382,R,1
68935,45,I,1
68935,1569,I,2
68935,583963,I,3
68935,683793,I,4
68935,45,R,1
69019,93030,I,1
69019,99054,I,2
69019,587401,I,3
69019,660327,I,4
69019,2086,R,1
69089,1145,I,1
69089,516634,I,2
69089,668976,I,3
69089,831467,I,4
69089,691,R,1
69097,95,I,1
69097,473,I,2
69097,731634,I,3
69097,480379,I,4
69097,6889,R,1
69113,432,I,1
69113,308,I,2
69113,1859,I,3
69113,999,I,4
69113,623768,R,1
69191,55525,I,1
69191,327436,I,2
69191,282671,I,3
69191,208264,I,4
69191,19,R,1
69280,755310,I,1
69280,500038,I,2
69280,733929,I,3
69280,304535,I,4
69280,1351,R,1
69281,59,I,1
69281,323,I,2
69281,147250,I,3
69281,560064,I,4
69281,581,R,1
69293,94081,I,1
69293,52023,I,2
69293,433525,I,3
69293,245367,I,4
69293,1789,R,1
69341,1058,I,1
69341,1088,I,2
69341,724732,I,3
69341,1933,I,4
69341,5711,R,1
69467,27683,I,1
69467,880521,I,2
69467,843306,I,3
69467,862026,I,4
69467,5,R,1
69495,659,I,1
69495,641939,I,2
69495,1404,I,3
69495,550318,I,4
69495,953,R,1
69687,745467,I,1
69687,901057,I,2
69687,471079,I,3
69687,477785,I,4
69687,694,R,1
69697,1352,I,1
69697,817881,I,2
69697,791665,I,3
69697,400087,I,4
69697,284503,R,1
69704,377,I,1
69704,165,I,2
69704,494432,I,3
69704,1747,I,4
69704,184,R,1
69747,86,I,1
69747,591877,I,2
69747,216177,I,3
69747,197950,I,4
69747,653620,R,1
69762,640,I,1
69762,651,I,2
69762,643105,I,3
69762,81560,I,4
69762,517,R,1
69768,1522,I,1
69768,15391,I,2
69768,874353,I,3
69768,201089,I,4
69768,496746,R,1
69865,527,I,1
69865,833,I,2
69865,268012,I,3
69865,732367,I,4
69865,796923,R,1
69895,140889,I,1
69895,534032,I,2
69895,428197,I,3
69895,390915,I,4
69895,1681,R,1
69897,427,I,1
69897,103468,I,2
69897,233306,I,3
69897,254670,I,4
69897,384335,R,1
69945,639321,I,1
69945,656607,I,2
69945,621406,I,3
69945,475157,I,4
69945,118,R,1
69947,2081,I,1
69947,18776,I,2
69947,41509,I,3
69947,45996,I,4
69947,3593,R,1
69995,1046,I,1
69995,661,I,2
69995,556739,I,3
69995,558089,I,4
69995,1676,R,1
70016,1666,I,1
70016,2099,I,2
70016,1489,I,3
70016,20942,I,4
70016,629363,R,1
70016,847314,R,2
70034,45,I,1
70034,768334,I,2
70034,446485,I,3
70034,135622,I,4
70034,167195,R,1
70040,273178,I,1
70040,319834,I,2
70040,868479,I,3
70040,854440,I,4
70040,258977,R,1
70047,995,I,1
70047,1884,I,2
70047,304,I,3
70047,2011,I,4
70047,1243,R,1
70077,53,I,1
70077,1967,I,2
70077,430151,I,3
70077,444198,I,4
70077,946811,R,1
70130,52,I,1
70130,681566,I,2
70130,634159,I,3
70130,865575,I,4
70130,274659,R,1
70215,1352,I,1
70215,20,I,2
70215,552483,I,3
70215,35866,I,4
70215,884547,R,1
70233,945085,I,1
70233,475610,I,2
70233,218849,I,3
70233,469434,I,4
70233,301145,R,1
70239,624189,I,1
70239,26483,I,2
70239,254118,I,3
70239,219336,I,4
70239,422484,R,1
70290,197,I,1
70290,1642,I,2
70290,949935,I,3
70290,416378,I,4
70290,797,R,1
70294,1522,I,1
70294,402281,I,2
70294,291512,I,3
70294,720890,I,4
70294,396421,R,1
70328,549,I,1
70328,1433,I,2
70328,5412,I,3
70328,416378,I,4
70328,357891,R,1
70334,1285,I,1
70334,887684,I,2
70334,1330,I,3
70334,41932,I,4
70334,265,R,1
70355,142,I,1
70355,1358,I,2
70355,752751,I,3
70355,815800,I,4
70355,692872,R,1
70379,134,I,1
70379,172,I,2
70379,698998,I,3
70379,732364,I,4
70379,217,R,1
70460,302,I,1
70460,529543,I,2
70460,76,I,3
70460,181305,I,4
70460,76,R,1
70510,641939,I,1
70510,1575,I,2
70510,1404,I,3
70510,384916,I,4
70510,953,R,1
70511,537,I,1
70511,163,I,2
70511,430460,I,3
70511,330150,I,4
70511,769874,R,1
70518,336,I,1
70518,1434,I,2
70518,1395,I,3
70518,432827,I,4
70518,1603,R,1
70544,960,I,1
70544,1980761,I,2
70544,62010,I,3
70544,867622,I,4
70544,482537,R,1
70608,66028,I,1
70608,365201,I,2
70608,589248,I,3
70608,1811,I,4
70608,718627,R,1
70608,359457,R,2
70643,432,I,1
70643,199,I,2
70643,873148,I,3
70643,917190,I,4
70643,770234,R,1
70666,199,I,1
70666,709907,I,2
70666,444955,I,3
70666,570161,I,4
70666,1486,R,1
70698,452288,I,1
70698,759022,I,2
70698,1164,I,3
70698,278073,I,4
70698,361,R,1
70707,95,I,1
70707,473,I,2
70707,65183,I,3
70707,339889,I,4
70707,95,R,1
70723,32,I,1
70723,64,I,2
70723,853375,I,3
70723,175200,I,4
70723,281507,R,1
70735,56,I,1
70735,602,I,2
70735,1727,I,3
70735,1164,I,4
70735,1351,R,1
70791,1637,I,1
70791,1671,I,2
70791,376915,I,3
70791,28674,I,4
70791,382779,R,1
70832,755941,I,1
70832,874535,I,2
70832,105891,I,3
70832,388744,I,4
70832,903474,R,1
70842,892857,I,1
70842,442,I,2
70842,404702,I,3
70842,109574,I,4
70842,682,R,1
70849,8,I,1
70849,773932,I,2
70849,585170,I,3
70849,302815,I,4
70849,934,R,1
70903,659,I,1
70903,602,I,2
70903,226947,I,3
70903,1042,I,4
70903,1628,R,1
70909,989,I,1
70909,907,I,2
70909,981,I,3
70909,58991,I,4
70909,341,R,1
70917,940919,I,1
70917,489,I,2
70917,162283,I,3
70917,1180,I,4
70917,362736,R,1
70948,125,I,1
70948,1648,I,2
70948,450414,I,3
70948,17596,I,4
70948,958,R,1
71110,32,I,1
71110,947,I,2
71110,1421,I,3
71110,956544,I,4
71110,806915,R,1
71115,995,I,1
71115,1434,I,2
71115,70592,I,3
71115,527501,I,4
71115,217,R,1
71129,637649,I,1
71129,953025,I,2
71129,535991,I,3
71129,104392,I,4
71129,19,R,1
71141,591930,I,1
71141,373289,I,2
71141,884157,I,3
71141,379258,I,4
71141,1202,R,1
71222,1377,I,1
71222,1158,I,2
71222,452288,I,3
71222,768334,I,4
71222,163706,R,1
71230,1476,I,1
71230,698,I,2
71230,1620,I,3
71230,466327,I,4
71230,316,R,1
71249,643105,I,1
71249,891835,I,2
71249,916434,I,3
71249,949574,I,4
71249,1603,R,1
71315,197,I,1
71315,1159,I,2
71315,1379,I,3
71315,520164,I,4
71315,591,R,1
71360,432,I,1
71360,1030,I,2
71360,307255,I,3
71360,2078,I,4
71360,338,R,1
71402,314,I,1
71402,486136,I,2
71402,306696,I,3
71402,444198,I,4
71402,935382,R,1
71411,613364,I,1
71411,813272,I,2
71411,125730,I,3
71411,1276196,I,4
71411,41,R,1
71455,32,I,1
71455,1257,I,2
71455,1421,I,3
71455,1296,I,4
71455,733476,R,1
71464,482,I,1
71464,192490,I,2
71464,338126,I,3
71464,765325,I,4
71464,415333,R,1
71487,108400,I,1
71487,148041,I,2
71487,681566,I,3
71487,900143,I,4
71487,320,R,1
71517,427,I,1
71517,267279,I,2
71517,114422,I,3
71517,141956,I,4
71517,384335,R,1
71524,493,I,1
71524,527,I,2
71524,215,I,3
71524,306696,I,4
71524,697,R,1
71562,199,I,1
71562,134,I,2
71562,380,I,3
71562,473,I,4
71562,338,R,1
71569,492342,I,1
71569,613098,I,2
71569,48982,I,3
71569,932811,I,4
71569,381638,R,1
71571,355181,I,1
71571,124335,I,2
71571,202331,I,3
71571,570758,I,4
71571,355181,R,1
71577,602,I,1
71577,1201,I,2
71577,1136,I,3
71577,947,I,4
71577,2338,R,1
71615,423524,I,1
71615,758360,I,2
71615,766993,I,3
71615,273988,I,4
71615,423524,R,1
71691,754165,I,1
71691,480512,I,2
71691,591930,I,3
71691,783848,I,4
71691,1348,R,1
71746,163,I,1
71746,674781,I,2
71746,591149,I,3
71746,65282,I,4
71746,2080,R,1
71771,608,I,1
71771,734,I,2
71771,491590,I,3
71771,175700,I,4
71771,736,R,1
71807,549,I,1
71807,489,I,2
71807,1180,I,3
71807,726,I,4
71807,357891,R,1
71853,1037,I,1
71853,92,I,2
71853,1385,I,3
71853,416,I,4
71853,416,R,1
71853,1402,R,2
71877,1215,I,1
71877,2,I,2
71877,6,I,3
71877,125,I,4
71877,1486,R,1
71910,1958,I,1
71910,1648,I,2
71910,6573,I,3
71910,275213,I,4
71910,146960,R,1
71935,685,I,1
71935,1703,I,2
71935,770730,I,3
71935,848693,I,4
71935,623768,R,1
71970,886,I,1
71970,696038,I,2
71970,200122,I,3
71970,569350,I,4
71970,1587,R,1
71994,931437,I,1
71994,278073,I,2
71994,363888,I,3
71994,334057,I,4
71994,361,R,1
72081,634,I,1
72081,1626,I,2
72081,770711,I,3
72081,7042,I,4
72081,1175,R,1
72226,443,I,1
72226,424565,I,2
72226,755310,I,3
72226,40472,I,4
72226,229,R,1
72251,527,I,1
72251,1727,I,2
72251,842,I,3
72251,1185,I,4
72251,765121,R,1
72271,122782,I,1
72271,623605,I,2
72271,200758,I,3
72271,663935,I,4
72271,1361,R,1
72281,1657,I,1
72281,79,I,2
72281,328,I,3
72281,1868,I,4
72281,504513,R,1
72288,142,I,1
72288,313,I,2
72288,507212,I,3
72288,280,I,4
72288,1047,R,1
72308,56,I,1
72308,537,I,2
72308,34,I,3
72308,1159,I,4
72308,347086,R,1
72353,367,I,1
72353,591877,I,2
72353,223033,I,3
72353,18093,I,4
72353,88397,R,1
72417,1687,I,1
72417,393,I,2
72417,237134,I,3
72417,746767,I,4
72417,1023,R,1
72431,698,I,1
72431,1404,I,2
72431,1204,I,3
72431,1967,I,4
72431,316,R,1
72443,855486,I,1
72443,946157,I,2
72443,200246,I,3
72443,946160,I,4
72443,1789,R,1
72684,641939,I,1
72684,1943,I,2
72684,535861,I,3
72684,473228,I,4
72684,40,R,1
72730,467,I,1
72730,1673,I,2
72730,72971,I,3
72730,570625,I,4
72730,428618,R,1
72783,4429,I,1
72783,846616,I,2
72783,821,I,3
72783,80149,I,4
72783,611531,R,1
72856,1016,I,1
72856,230,I,2
72856,341097,I,3
72856,1862,I,4
72856,860,R,1
72860,821,I,1
72860,4434,I,2
72860,747131,I,3
72860,44916,I,4
72860,7181,R,1
72890,199,I,1
72890,1030,I,2
72890,20897,I,3
72890,101604,I,4
72890,1486,R,1
72901,136789,I,1
72901,603600,I,2
72901,868139,I,3
72901,479772,I,4
72901,331453,R,1
72901,344382,R,2
72901,879853,R,3
72901,914471,R,4
72926,142,I,1
72926,1421,I,2
72926,569144,I,3
72926,144197,I,4
72926,142,R,1
72951,734,I,1
72951,1537,I,2
72951,587,I,3
72951,1668,I,4
72951,396421,R,1
72979,1145,I,1
72979,516634,I,2
72979,668976,I,3
72979,831467,I,4
72979,691,R,1
73000,287606,I,1
73000,369318,I,2
73000,373902,I,3
73000,433131,I,4
73000,135653,R,1
73012,1868,I,1
73012,79,I,2
73012,1657,I,3
73012,328,I,4
73012,504513,R,1
73018,432,I,1
73018,721073,I,2
73018,294401,I,3
73018,529645,I,4
73018,1239,R,1
73092,314,I,1
73092,336,I,2
73092,409866,I,3
73092,1510,I,4
73092,1353,R,1
73195,1702,I,1
73195,1727,I,2
73195,377,I,3
73195,308882,I,4
73195,229,R,1
73312,95,I,1
73312,473,I,2
73312,11948,I,3
73312,12524,I,4
73312,95,R,1
73341,125,I,1
73341,323,I,2
73341,1626,I,3
73341,6762,I,4
73341,1379,R,1
73440,1018,I,1
73440,947,I,2
73440,86867,I,3
73440,1167,I,4
73440,265,R,1
73453,432,I,1
73453,912874,I,2
73453,83081,I,3
73453,950867,I,4
73453,671957,R,1
73486,197,I,1
73486,1221,I,2
73486,77720,I,3
73486,110480,I,4
73486,1232,R,1
73540,731499,I,1
73540,483069,I,2
73540,337003,I,3
73540,607609,I,4
73540,1837,R,1
73580,197,I,1
73580,773932,I,2
73580,750192,I,3
73580,376915,I,4
73580,774,R,1
73582,376101,I,1
73582,630453,I,2
73582,492006,I,3
73582,617736,I,4
73582,783,R,1
73629,347,I,1
73629,215,I,2
73629,960,I,3
73629,639782,I,4
73629,788940,R,1
73631,1001,I,1
73631,2144,I,2
73631,726,I,3
73631,65183,I,4
73631,422484,R,1
73636,78,I,1
73636,31,I,2
73636,1875,I,3
73636,430151,I,4
73636,587706,R,1
73650,93678,I,1
73650,145863,I,2
73650,704184,I,3
73650,885084,I,4
73650,1596,R,1
73692,886,I,1
73692,1046,I,2
73692,443,I,3
73692,335519,I,4
73692,797,R,1
73705,359035,I,1
73705,798718,I,2
73705,523344,I,3
73705,464255,I,4
73705,343,R,1
73707,474876,I,1
73707,4429,I,2
73707,821,I,3
73707,451166,I,4
73707,802693,R,1
73747,1684,I,1
73747,696038,I,2
73747,557751,I,3
73747,628216,I,4
73747,285302,R,1
73802,602,I,1
73802,1159,I,2
73802,731772,I,3
73802,1884,I,4
73802,1628,R,1
73812,2032,I,1
73812,268,I,2
73812,1657,I,3
73812,5056,I,4
73812,1692,R,1
73906,125,I,1
73906,298,I,2
73906,1417,I,3
73906,1379,I,4
73906,587518,R,1
73918,53,I,1
73918,847264,I,2
73918,1417,I,3
73918,248983,I,4
73918,1628,R,1
74084,134,I,1
74084,367,I,2
74084,761212,I,3
74084,78116,I,4
74084,934,R,1
74102,297686,I,1
74102,559405,I,2
74102,620026,I,3
74102,559483,I,4
74102,651915,R,1
74103,86,I,1
74103,173354,I,2
74103,951578,I,3
74103,347453,I,4
74103,956022,R,1
74119,163,I,1
74119,602,I,2
74119,912001,I,3
74119,842,I,4
74119,1587,R,1
74156,831288,I,1
74156,430944,I,2
74156,956633,I,3
74156,922229,I,4
74156,118,R,1
74174,527,I,1
74174,1575,I,2
74174,607558,I,3
74174,887696,I,4
74174,6916,R,1
74256,149,I,1
74256,281,I,2
74256,240967,I,3
74256,144320,I,4
74256,570,R,1
74258,947,I,1
74258,1657,I,2
74258,580565,I,3
74258,373012,I,4
74258,193303,R,1
74285,651,I,1
74285,1453,I,2
74285,1388,I,3
74285,237,I,4
74285,361,R,1
74292,47,I,1
74292,1321,I,2
74292,640,I,3
74292,1740,I,4
74292,181902,R,1
74360,868479,I,1
74360,702114,I,2
74360,845053,I,3
74360,1036,I,4
74360,767022,R,1
74442,1352,I,1
74442,817881,I,2
74442,399663,I,3
74442,146034,I,4
74442,5645,R,1
74452,323,I,1
74452,661,I,2
74452,380,I,3
74452,256,I,4
74452,836328,R,1
74483,142,I,1
74483,2033,I,2
74483,345340,I,3
74483,226947,I,4
74483,267309,R,1
74486,620756,I,1
74486,829270,I,2
74486,430535,I,3
74486,60931,I,4
74486,186,R,1
74512,947,I,1
74512,1136,I,2
74512,364455,I,3
74512,1137,I,4
74512,33,R,1
74554,95,I,1
74554,609216,I,2
74554,76453,I,3
74554,614526,I,4
74554,728688,R,1
74559,1228,I,1
74559,1100,I,2
74559,384050,I,3
74559,989,I,4
74559,373612,R,1
74695,336,I,1
74695,1703,I,2
74695,51,I,3
74695,1831,I,4
74695,1603,R,1
74749,1262,I,1
74749,137046,I,2
74749,1025,I,3
74749,680732,I,4
74749,1023,R,1
74751,313,I,1
74751,1301,I,2
74751,1448,I,3
74751,709907,I,4
74751,347086,R,1
74777,134,I,1
74777,348,I,2
74777,53,I,3
74777,603402,I,4
74777,1415,R,1
74806,149,I,1
74806,640,I,2
74806,807252,I,3
74806,795837,I,4
74806,4654,R,1
74811,591,I,1
74811,254,I,2
74811,2048,I,3
74811,886888,I,4
74811,591,R,1
74812,1868,I,1
74812,256,I,2
74812,430151,I,3
74812,1975,I,4
74812,27183,R,1
74851,309,I,1
74851,1800,I,2
74851,163748,I,3
74851,377750,I,4
74851,1676,R,1
74860,163,I,1
74860,59,I,2
74860,1702,I,3
74860,1137,I,4
74860,772259,R,1
74896,63,I,1
74896,660327,I,2
74896,30516,I,3
74896,782885,I,4
74896,2160,R,1
74899,32,I,1
74899,20,I,2
74899,336,I,3
74899,1229,I,4
74899,806915,R,1
74906,8,I,1
74906,197,I,2
74906,1642,I,3
74906,516049,I,4
74906,671957,R,1
74937,393,I,1
74937,27,I,2
74937,634,I,3
74937,107281,I,4
74937,601800,R,1
74958,1159,I,1
74958,34,I,2
74958,2075,I,3
74958,380,I,4
74958,1486,R,1
74991,731772,I,1
74991,991,I,2
74991,1475,I,3
74991,476609,I,4
74991,361,R,1
75005,60,I,1
75005,1665,I,2
75005,827032,I,3
75005,1831,I,4
75005,1149,R,1
75029,142,I,1
75029,516800,I,2
75029,313381,I,3
75029,571853,I,4
75029,142,R,1
75066,634,I,1
75066,7042,I,2
75066,1153,I,3
75066,477297,I,4
75066,1175,R,1
75147,125,I,1
75147,30,I,2
75147,1727,I,3
75147,1321,I,4
75147,504513,R,1
75148,230,I,1
75148,1735,I,2
75148,949350,I,3
75148,1835,I,4
75148,814,R,1
75213,78,I,1
75213,2,I,2
75213,165,I,3
75213,71,I,4
75213,796923,R,1
75222,316,I,1
75222,1204,I,2
75222,1123,I,3
75222,128377,I,4
75222,316,R,1
75223,698,I,1
75223,1640,I,2
75223,1049,I,3
75223,1526,I,4
75223,2137,R,1
75265,659,I,1
75265,1434,I,2
75265,997,I,3
75265,164339,I,4
75265,682757,R,1
75276,754165,I,1
75276,559837,I,2
75276,770670,I,3
75276,902455,I,4
75276,1348,R,1
75314,134,I,1
75314,149,I,2
75314,1732,I,3
75314,983,I,4
75314,217,R,1
75612,1167,I,1
75612,651,I,2
75612,750023,I,3
75612,287279,I,4
75612,265,R,1
75648,493,I,1
75648,335519,I,2
75648,1072,I,3
75648,14,I,4
75648,417054,R,1
75675,454,I,1
75675,4486,I,2
75675,471079,I,3
75675,86116,I,4
75675,694,R,1
75686,95,I,1
75686,473,I,2
75686,731634,I,3
75686,1406,I,4
75686,95,R,1
75784,125,I,1
75784,641939,I,2
75784,323,I,3
75784,59,I,4
75784,277,R,1
75809,981,I,1
75809,516049,I,2
75809,549134,I,3
75809,35866,I,4
75809,799033,R,1
75824,721073,I,1
75824,962,I,2
75824,596807,I,3
75824,77921,I,4
75824,320,R,1
75860,377,I,1
75860,76,I,2
75860,414,I,3
75860,227039,I,4
75860,229,R,1
75925,302,I,1
75925,560,I,2
75925,930454,I,3
75925,1727,I,4
75925,946811,R,1
75931,1046,I,1
75931,915851,I,2
75931,334057,I,3
75931,471854,I,4
75931,131910,R,1
75968,1018,I,1
75968,172,I,2
75968,1215,I,3
75968,2081,I,4
75968,631,R,1
76009,9,I,1
76009,304,I,2
76009,1221,I,3
76009,1884,I,4
76009,958,R,1
76009,657853,R,2
76054,364455,I,1
76054,149,I,2
76054,40014,I,3
76054,446763,I,4
76054,625379,R,1
76070,142,I,1
76070,516800,I,2
76070,385757,I,3
76070,697733,I,4
76070,142,R,1
76085,47,I,1
76085,52,I,2
76085,6893,I,3
76085,73414,I,4
76085,778633,R,1
76095,377,I,1
76095,556850,I,2
76095,191944,I,3
76095,70801,I,4
76095,6889,R,1
76141,316,I,1
76141,1404,I,2
76141,1458,I,3
76141,466327,I,4
76141,316,R,1
76150,588817,I,1
76150,166931,I,2
76150,791974,I,3
76150,573197,I,4
76150,812874,R,1
76162,407475,I,1
76162,423101,I,2
76162,643178,I,3
76162,559384,I,4
76162,643171,R,1
76221,1589,I,1
76221,179154,I,2
76221,494452,I,3
76221,593803,I,4
76221,416,R,1
76245,404,I,1
76245,603,I,2
76245,1673,I,3
76245,1703,I,4
76245,3593,R,1
76257,453447,I,1
76257,359147,I,2
76257,84642,I,3
76257,493872,I,4
76257,484,R,1
76276,904303,I,1
76276,631877,I,2
76276,831262,I,3
76276,73353,I,4
76276,797672,R,1
76299,328,I,1
76299,358850,I,2
76299,347858,I,3
76299,663737,I,4
76299,1837,R,1
76363,1982,I,1
76363,560076,I,2
76363,524853,I,3
76363,606593,I,4
76363,522028,R,1
76363,718627,R,2
76363,789313,R,3
76451,591485,I,1
76451,134,I,2
76451,822034,I,3
76451,697587,I,4
76451,217,R,1
76489,135,I,1
76489,122675,I,2
76489,414,I,3
76489,587,I,4
76489,5348,R,1
76504,1321,I,1
76504,1648,I,2
76504,760225,I,3
76504,137,I,4
76504,27183,R,1
76538,551171,I,1
76538,714761,I,2
76538,197715,I,3
76538,1682,I,4
76538,149548,R,1
76538,89940,R,2
76584,4149,I,1
76584,393848,I,2
76584,4365,I,3
76584,673692,I,4
76584,144758,R,1
76590,1032,I,1
76590,601210,I,2
76590,798718,I,3
76590,753447,I,4
76590,343,R,1
76618,627878,I,1
76618,1247,I,2
76618,656183,I,3
76618,283499,I,4
76618,522028,R,1
76618,718627,R,2
76618,828245,R,3
76666,237,I,1
76666,331186,I,2
76666,587944,I,3
76666,129955,I,4
76666,824,R,1
76683,707043,I,1
76683,1257,I,2
76683,1697,I,3
76683,842,I,4
76683,935382,R,1
76723,56,I,1
76723,648920,I,2
76723,1510,I,3
76723,912874,I,4
76723,1351,R,1
76727,293981,I,1
76727,616556,I,2
76727,625986,I,3
76727,59847,I,4
76727,752922,R,1
76729,608,I,1
76729,398,I,2
76729,715274,I,3
76729,377947,I,4
76729,624102,R,1
76734,442,I,1
76734,469103,I,2
76734,671854,I,3
76734,2081,I,4
76734,682,R,1
76740,1702,I,1
76740,187337,I,2
76740,704719,I,3
76740,24849,I,4
76740,1243,R,1
76752,549,I,1
76752,819,I,2
76752,432007,I,3
76752,1423,I,4
76752,318150,R,1
76759,434,I,1
76759,148,I,2
76759,402,I,3
76759,27,I,4
76759,184,R,1
76786,363888,I,1
76786,143743,I,2
76786,117885,I,3
76786,98395,I,4
76786,783,R,1
76929,357090,I,1
76929,919934,I,2
76929,739087,I,3
76929,698998,I,4
76929,835,R,1
77215,368745,I,1
77215,70767,I,2
77215,1296,I,3
77215,420170,I,4
77215,171619,R,1
77215,505420,R,2
77269,60,I,1
77269,59,I,2
77269,51,I,3
77269,658339,I,4
77269,769874,R,1
77280,997,I,1
77280,835144,I,2
77280,1747,I,3
77280,417641,I,4
77280,711114,R,1
77288,865575,I,1
77288,785664,I,2
77288,561158,I,3
77288,491275,I,4
77288,596850,R,1
77294,1285,I,1
77294,981,I,2
77294,882853,I,3
77294,1832,I,4
77294,1382,R,1
77355,140,I,1
77355,1800,I,2
77355,991,I,3
77355,39051,I,4
77355,341,R,1
77362,404,I,1
77362,685,I,2
77362,1136,I,3
77362,587340,I,4
77362,797,R,1
77369,1434,I,1
77369,532298,I,2
77369,308,I,3
77369,949350,I,4
77369,1603,R,1
77394,34,I,1
77394,335519,I,2
77394,779963,I,3
77394,289343,I,4
77394,852279,R,1
77394,388198,R,2
77402,256361,I,1
77402,286010,I,2
77402,718203,I,3
77402,743417,I,4
77402,1681,R,1
77405,152,I,1
77405,724,I,2
77405,1731,I,3
77405,544371,I,4
77405,517,R,1
77413,1811,I,1
77413,1201,I,2
77413,531546,I,3
77413,945,I,4
77413,347086,R,1
77416,134,I,1
77416,686,I,2
77416,1030,I,3
77416,1698,I,4
77416,1047,R,1
77451,821,I,1
