id,naslov,dolzina,leto,ocena,metascore,glasovi,zasluzek,oznaka,opis
84412,Night Shift,106,1982,6.6,62,13005,23600000,,"A morgue attendant is talked into running a brothel at his workplace after a deceased pimp is sent there. However, the pimp's killers don't look too kindly on this new 'business', nor does the morgue's owner."
84434,Castnik in gentelman,124,1982,7.0,75,45112,129795552,,"A young man must complete his work at a Navy Officer Candidate School to become an aviator, with the help of a tough Gunnery Sergeant and his new girlfriend."
84488,Permanent Vacation,75,1980,6.4,69,7646,,,A young man wanders New York City searching for some meaning in life and encounters many idiosyncratic characters.
84503,Pink Floyd: The Wall,95,1982,8.1,47,71312,22244207,,A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.
84516,Poltergeist,114,1982,7.3,79,131269,76606280,,A family's home is haunted by a host of demonic ghosts.
84522,Porky's,94,1981,6.2,40,35679,111289673,,"In 1954, a group of Florida high school students try to help their buddy lose his virginity, which leads them to seeking revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them."
84549,Naključje,114,1987,7.9,,7261,,,Witek runs after a train. Three variations follow on how such a seemingly banal incident could influence the rest of Witek's life.
84555,Le père Noël est une ordure,88,1982,7.6,,7740,,,"Two neurotics, working for a suicide hotline on the night of Christmas Eve, get caught up in a catastrophe when a pregnant woman, her abusive boyfriend, and a transvestite visit their office."
84602,Rocky III,99,1982,6.8,57,160006,125049125,,"After winning the ultimate title and being the world champion, Rocky falls into a hole and finds himself picked up by a former enemy."
84649,Skrivnost cudeznega grma,82,1982,7.6,76,33710,10140325,,"To save her ill son, a field mouse must seek the aid of a colony of rats, with whom she has a deeper link than she ever suspected."
84695,The Slumber Party Massacre,77,1982,5.7,,8920,,,A high school student's slumber party turns terrifying as an escaped mental patient with a drill decides to crash the evening.
84707,Sophijina odlocitev,150,1982,7.6,68,37755,30036000,,"Sophie is the survivor of Nazi concentration camps, who has found a reason to live with Nathan, a sparkling if unsteady American Jew obsessed with the Holocaust."
84719,Lo squartatore di New York,91,1982,6.4,,8410,,,A burned-out New York police detective teams up with a college psychoanalyst to track down a vicious serial killer randomly stalking and killing various young women around the city.
84726,Star Trek II: The Wrath of Khan,113,1982,7.7,67,106294,78912963,PG,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon."
84745,Swamp Thing,91,1982,5.4,50,12021,,,"After a violent incident with a special chemical, a research scientist is turned into a swamp plant monster."
84777,Tenebre,101,1982,7.1,,18420,,,An American writer in Rome is stalked by a serial killer bent on harassing him while killing all people associated with his work on his latest book.
84787,Stvor,109,1982,8.1,57,337901,13782838,,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.
84805,Tootsie,116,1982,7.4,88,90654,177200000,,"Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap."
84809,The Toy,102,1982,5.9,16,10569,47118057,,An underemployed reporter finds himself literally purchased as a toy for a rich spoiled brat.
84814,Trail of the Pink Panther,96,1982,5.0,43,8903,9056073,,A journalist attempts to uncover the mysterious disappearance of Inspector Clouseau.
84827,TRON,96,1982,6.8,58,107198,33000000,,A computer hacker is abducted into the digital world and forced to participate in gladiatorial games where his only chance of escape is with the help of a heroic security program.
84855,The Verdict,129,1982,7.7,77,32872,54000000,,A lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.
84865,Victor Victoria,134,1982,7.6,84,18121,21933614,,"A struggling female soprano finds work playing a male female impersonator, but it complicates her personal life."
84899,White Dog,90,1982,7.1,,7929,,,A trainer attempts to retrain a vicious dog that's been raised to attack black people.
84917,The World According to Garp,136,1982,7.2,63,23717,29712172,,"A struggling young writer finds his life and work dominated by his unfaithful wife and his radical feminist mother, whose best-selling manifesto turns her into a cultural icon."
84934,Yol,114,1982,8.2,,11130,,,"When five Turkish prisoners are granted one week's home leave, they find to their dismay that they face continued oppression outside of prison from their families, the culture, and the government."
85127,Gusarska patrulja,105,1983,7.4,,13595,,PG-13,"Fighting against pirates at the turn of the 20th century, the Hong Kong navy are failing miserably. It's up to Sergeant Lung (Jackie Chan) to take matters into his own hands."
85154,Dozorevanje,91,1983,5.9,62,14671,17233166,,A high school football player desperate for a scholarship and his headstrong coach clash in a dying Pennsylvania steel town.
85180,L'argent,85,1983,7.5,95,7242,,,A forged 500-franc note is passed from person to person until carelessness leads to tragedy.
85210,Zli fantje,123,1983,7.2,53,12882,9200000,,Chicago crime kid Mick O'Brien is sent to reform school after accidentally killing a rival's kid brother.
85244,The Big Chill,105,1983,7.2,61,30508,56200000,,A group of seven former college friends gather for a week-end reunion at a South Carolina vacation home after the funeral of another of their college friends.
85255,Blue Thunder,109,1983,6.4,66,15515,42313354,,The cop test pilot for an experimental police helicopter learns the sinister implications of the new vehicle.
85271,Brainstorm,106,1983,6.5,57,10234,8900000,,"Researchers develop a system where they can jump into people's minds. But when people involved bring their personal problems into the equation, it becomes dangerous - perhaps deadly."
85276,Breathless,100,1983,5.9,52,7819,19910002,,"When Jesse Lujack steals a car in Las Vegas and drives down to LA, his criminal ways only escalate- but when will it end?"
85327,Ugrabitelja izgubljenega zaklada,108,1981,7.2,,9380,,,"On a small pacific island, Alan and Charlie try to find a war treasure left behind by the Japanese army in World War II."
85333,Christine,110,1983,6.7,57,64835,21200000,,A nerdish boy buys a strange car with an evil mind of its own and his nature starts to change to reflect it.
85334,Bozicna zgodba,94,1983,8.0,77,122547,20605209,,"In the 1940s, a young boy named Ralphie attempts to convince his parents, his teacher and Santa that a Red Ryder BB gun really is the perfect Christmas gift."
85346,Cena ljubezni,98,1983,6.0,33,8911,,,"A young man in private school spends one crazy night out, but soon realizes the woman he hooked up with is not who he expected."
85382,Cujo,93,1983,6.1,57,35471,21200000,,"Cujo, a friendly St. Bernard, contracts rabies and conducts a reign of terror on a small American town."
85407,The Dead Zone,103,1983,7.2,69,55632,20766000,,A man awakens from a coma to discover he has a psychic ability.
85470,Easy Money,95,1983,6.3,48,7243,29309766,,"To inherit his mother-in-law's colossal fortune, a hard-living gambling addict must change his unhealthy ways before they get the best of him."
85478,Vedozeljna Rita,110,1983,7.2,52,11420,14648076,,"In London, twenty-seven year-old hairdresser Rita decides to complete her basic education before having children as desired by her husband Denny. She joins a literature course in an open ..."
85542,Fire and Ice,81,1983,6.6,45,8633,760883,,"At the end of the ice age, an evil queen and her son are set on conquering the world using magic and warriors. The lone survivor of a crushed village fights back as does the king of Fire Keep."
85549,Flashdance,95,1983,6.2,39,43599,94900000,,A Pittsburgh woman with two jobs as a welder and an exotic dancer wants to get into ballet school.
85601,Superagenta,107,1983,7.2,,8073,,,"Two men meet each other in a strange situation and end up being mistaken for robbers first, for secret service agents later."
85615,Gorky Park,128,1983,6.7,,11479,15900000,,A Moscow police officer investigates a vicious triple homicide and stumbles upon a high-level international political conspiracy.
85636,Halloween III: Season of the Witch,98,1982,4.9,50,39130,14400000,,Kids all over America want Silver Shamrock masks for Halloween. Doctor Daniel Challis seeks to uncover a plot by Silver Shamrock owner Conal Cochran.
85701,Glad po krvi,97,1983,6.7,52,21122,5979292,,"A love triangle develops between a beautiful yet dangerous vampire, her cellist companion, and a gerontologist."
85743,Jaane Bhi Do Yaaro,132,1983,8.4,,11805,,,"Two friends, attempting to start-up their own photo studio, come across shady dealings, corruption and murder, and must fight to bring the guilty to light."
85750,Zrelo 3,99,1983,3.7,27,36419,45517055,,The sons of police chief Brody must protect customers at a SeaWorld theme park after a thirty-five-foot shark becomes trapped in the park with them.
85780,The Keep,96,1983,5.7,34,10022,3758840,,Nazis are forced to turn to a Jewish historian for help in battling the ancient demon they have inadvertently freed from its prison.
85794,The King of Comedy,109,1982,7.8,73,69801,2500000,,"Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself."
85811,Krull,116,1983,6.1,45,28198,16519460,,A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet.
85859,Local Hero,111,1983,7.3,82,19049,5895761,,An American oil company sends a man to Scotland to buy up an entire village where they want to build a refinery. But things don't go as expected.
