id,naslov,dolzina,leto,ocena,opis
0119698,Princesa Mononoke,134,1997,8.4,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime."
0368891,Zaklad pozabljenih,131,2004,6.9,A historian races to find the legendary Templar Treasure before a team of mercenaries.
1453405,Posasti z univerze,104,2013,7.3,A look at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends.
2788710,Ubijalski intervju,112,2014,6.6,"Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator"
0433035,Jeklena moc,127,2011,7.1,"In the near future, robot boxing is a top sport. A struggling promoter feels he's found a champion in a discarded robot."
0887883,Preberi in zazgi,96,2008,7.0,A disk containing mysterious information from a CIA agent ends up in the hands of two unscrupulous and daft gym employees who attempt to sell it.
0970179,Hugo,126,2011,7.5,"In Paris in 1931, an orphan named Hugo Cabret who lives in the walls of a train station is wrapped up in a mystery involving his late father and an automaton."
0081398,Pobesneli bik,129,1980,8.2,The life of boxer
1707386,Les Misérables,158,2012,7.6,"In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever."
0209163,Mumija se vrača,130,2001,6.3,"The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror."
0167190,Hellboy,122,2004,6.9,"A demon, raised from infancy after being conjured by and rescued from the Nazis, grows up to become a defender against the forces of darkness."
2109248,Transformerji: Doba izumrtja,165,2014,5.7,"Autobots must escape sight from a bounty hunter who has taken control of the human serendipity: Unexpectedly, Optimus Prime and his remaining gang turn to a mechanic, his daughter, and her back street racing boyfriend for help."
0389860,Klik - za popolno zivljenje,107,2006,6.4,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.
0077416,Lovec na jelene,183,1978,8.1,An in-depth examination of the ways in which the U.S. Vietnam War impacts and disrupts the lives of people in a small industrial town in Pennsylvania.
0477347,Noč v muzeju,108,2006,6.4,A newly recruited night security guard at the Museum of Natural History discovers that an ancient curse causes the animals and exhibits on display to come to life and wreak havoc.
0790724,Jack Reacher,130,2012,7.0,A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims.
1403865,Pravi pogum,110,2010,7.6,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.
1125849,The Wrestler,109,2008,7.9,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle."
0119396,Jackie Brown,154,1997,7.5,A middle-aged woman finds herself in the middle of a huge conflict that will either make her a profit or cost her life.
0047478,Sedem samurajev,207,1954,8.7,A poor village under attack by bandits recruits seven unemployed samurai to help them defend themselves.
0399295,Gospodar vojne,122,2005,7.6,An arms dealer confronts the morality of his work as he is being chased by an Interpol Agent.
1764651,The Expendables 2,103,2012,6.6,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat."
0944835,Salt,100,2010,6.4,A CIA agent goes on the run after a defector accuses her of being a Russian spy.
0386588,Hitch: Zdravilo za sodobnega moskega,118,2005,6.6,"While helping his latest client woo the fine lady of his dreams, a professional ""date doctor"" finds that his game doesn't quite work on the gossip columnist with whom he's smitten."
0100802,Total Recall,113,1990,7.5,"When a man goes for virtual vacation memories of the planet Mars, an unexpected and harrowing series of events forces him to go to the planet for real - or does he?"
2322441,Petdeset odtenkov sive,125,2015,4.1,"Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey."
0453467,Déjà vu,126,2006,7.1,"After a ferry is bombed in New Orleans, an A.T.F. agent joins a unique investigation using experimental surveillance technology to find the bomber, but soon finds himself becoming obsessed with one of the victims."
0129387,Nori na Mary,119,1998,7.1,"A man gets a chance to meet up with his dream girl from high school, even though his date with her back then was a complete disaster."
0347149,Hauru no ugoku shiro,119,2004,8.2,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle."
0359950,Skrivnostno življenje Walterja Mittyja,114,2013,7.3,"When his job along with that of his co-worker are threatened, Walter takes action in the real world embarking on a global journey that turns into an adventure more extraordinary than anything he could have ever imagined."
0360486,Constantine,121,2005,7.0,"Supernatural detective John Constantine helps a policewoman prove her sister's death was not a suicide, but something more."
0212720,A.I. - Umetna inteligenca,146,2001,7.1,"A highly advanced robotic boy longs to become ""real"" so that he can regain the love of his human mother."
0449467,Babilon,143,2006,7.5,"Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families."
0110148,Intervju z vampirjem,123,1994,7.6,"A vampire tells his epic life story: love, betrayal, loneliness, and hunger."
0489099,Skakac,88,2008,6.1,A teenager with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.
1397280,Ugrabljena 2,92,2012,6.3,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter."
1245526,"Upokojeni, oborozeni, nevarni",111,2010,7.1,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants."
0087843,Bilo je nekoč v Ameriki,229,1984,8.4,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life."
0175880,Magnolia,188,1999,8.0,"An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley."
0472043,Apocalypto,139,2006,7.8,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression."
0379786,Vesoljska ladja Serenity,119,2005,7.9,The crew of the ship Serenity try to evade an assassin sent to recapture one of their members who is telepathic.
0120663,Siroko zaprte oci,159,1999,7.4,"A New York City doctor, who is married to an art curator, pushes himself on a harrowing and dangerous night-long odyssey of sexual and moral discovery after his wife admits that she once almost cheated on him."
0381849,3:10 za Yumo,122,2007,7.7,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.
0293662,Prenasalec,92,2002,6.8,"Frank is hired to ""transport"" packages for unknown clients and has made a very good living doing so. But when asked to move a package that begins moving, complications arise."
1041829,Snubitev,108,2009,6.7,A pushy boss forces her young assistant to marry her in order to keep her visa status in the U.S. and avoid deportation to Canada.
1194173,The Bourne Legacy,135,2012,6.7,"An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films."
0056592,Ubiti ptico oponašalko,129,1962,8.3,"Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his children against prejudice."
0814314,Sedem dus,123,2008,7.6,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.
0053125,Sever-severozahod,136,1959,8.3,"A hapless New York advertising executive is mistaken for a government agent by a group of foreign spies, and is pursued across the country while he looks for a way to survive."
