id,naslov,leto,dolzina,ocena,opis
1321870,Gangster Squad,2013,113,6.7,"It's 1949 Los Angeles, the city is run by gangsters and a malicious mobster, Mickey Cohen. Determined to end the corruption, John O'Mara assembles a team of cops, ready to take down the ruthless leader and restore peace to the city."
1139797,Let the Right One In,2008,115,8.0,"Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl."
1564367,Just Go with It,2011,117,6.4,"On a weekend trip to Hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend."
3079380,Spy,2015,119,7.1,"A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster."
384537,Silent Hill,2006,125,6.6,"A woman goes in search for her daughter within the confines of a strange, desolate town called Silent Hill."
120762,Mulan,1998,88,7.5,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process."
112442,Bad Boys,1995,119,6.8,Two hip detectives protect a murder witness while investigating a case of stolen heroin.
83944,First Blood,1982,93,7.7,"Former Green Beret John Rambo is pursued into the mountains surrounding a small town by a tyrannical sheriff and his deputies, forcing him to survive using his combat skills."
2106476,The Hunt,2012,115,8.3,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie."
83987,Gandhi,1982,191,8.1,"Gandhi's character is fully explained as a man of nonviolence. Through his patience, he is able to drive the British out of the subcontinent. And the stubborn nature of Jinnah and his commitment towards Pakistan is portrayed."
116996,Mars Attacks!,1996,106,6.3,Earth is invaded by Martians with unbeatable weapons and a cruel sense of humor.
409847,Cowboys & Aliens,2011,119,6.0,"A spaceship arrives in Arizona, 1873, to take over the Earth, starting with the Wild West region. A posse of cowboys and natives are all that stand in their way."
299658,Chicago,2002,113,7.2,Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.
108550,What's Eating Gilbert Grape,1993,118,7.8,"After his father's death, Gilbert has to care for his mentally disabled brother, Arnie, and his morbidly obese mother, which is suddenly challenged when love walks into his life."
1605630,American Reunion,2012,113,6.7,"Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion."
1424381,Predators,2010,107,6.4,A group of elite warriors are hunted by members of a merciless alien race known as Predators.
97757,The Little Mermaid,1989,83,7.6,A mermaid princess makes a Faustian bargain with an unscrupulous sea-witch in order to meet a human prince on land.
265208,The Girl Next Door,2004,108,6.8,A teenager's dreams come true when a former porn star moves in next door and they fall in love.
118583,Alien: Resurrection,1997,109,6.3,"Two centuries after her death, Ellen Ripley is revived as a powerful human/alien hybrid clone who must continue her war against the aliens."
305224,Anger Management,2003,106,6.2,"Dave Buznik is a businessman who is wrongly sentenced to an anger-management program, where he meets an aggressive instructor."
77631,Grease,1978,110,7.2,"Good girl Sandy and greaser Danny fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?"
181865,Traffic,2000,147,7.6,"A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business."
1220719,Ip Man,2008,106,8.1,"During the Japanese invasion of 1937, when a wealthy martial artist is forced to leave his home and work to support his family, he reluctantly agrees to train others in the art of Wing Chun for self-defense."
246460,Die Another Day,2002,133,6.1,James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul who is funding the development of an international space weapon.
1291150,Teenage Mutant Ninja Turtles,2014,101,5.9,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home."
1411238,No Strings Attached,2011,108,6.2,"A guy and girl try to keep their relationship strictly physical, but it's not long before they learn that they want something more."
2397535,Predestination,2014,97,7.4,"For his final assignment, a top temporal agent must pursue the one criminal that has eluded him throughout time. The chase turns into a unique, surprising and mind-bending exploration of love, fate, identity and time travel taboos."
119643,Meet Joe Black,1998,178,7.1,"Death, who takes the form of a young man, asks a media mogul to act as a guide to teach him about life on Earth and in the process he falls in love with his guide's daughter."
381681,Before Sunset,2004,80,8.0,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour."
82096,Das Boot,1981,149,8.4,"The claustrophobic world of a WWII German U-boat; boredom, filth, and sheer terror."
431308,P.S. I Love You,2007,126,7.1,A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.
311113,Master and Commander: The Far Side of the World,2003,138,7.4,"During the Napoleonic Wars, a brash British captain pushes his ship and crew to their limits in pursuit of a formidable French war vessel around South America."
376541,Closer,2004,104,7.3,The relationships of two couples become complicated and deceitful when the man from one couple meets the woman of the other.
117509,Romeo + Juliet,1996,120,6.8,Shakespeare's famous play is updated to the hip modern suburb of Verona still retaining its original dialogue.
425061,Get Smart,2008,110,6.5,A highly intellectual but socially awkward spy is tasked with preventing a terrorist attack from a Russian spy agency.
1077258,Planet Terror,2007,105,7.2,"After an experimental bio-weapon is released, turning thousands into zombie-like creatures, it's up to a rag-tag group of survivors to stop the infected and those behind its release."
1080016,Ice Age: Dawn of the Dinosaurs,2009,94,7.0,"When Sid's attempt to adopt three dinosaur eggs gets him abducted by their real mother to an underground lost world, his friends attempt to rescue him."
1599348,Safe House,2012,115,6.8,"A young CIA agent is tasked with looking after a fugitive in a safe house. But when the safe house is attacked, he finds himself on the run with his charge."
416320,Match Point,2005,119,7.7,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law."
452608,Death Race,2008,105,6.4,Ex-con Jensen Ames is forced by the warden of a notorious prison to compete in our post-industrial world's most popular sport: a car race in which inmates must brutalize and kill one another on the road to victory.
57115,The Great Escape,1963,172,8.3,Allied P.O.W.s plan for several hundred of their number to escape from a German camp during World War II.
1155056,"I Love You, Man",2009,105,7.1,"Friendless Peter Klaven goes on a series of man-dates to find a Best Man for his wedding. But, when his insta-bond with his new B.F.F. puts a strain on his relationship with his fiancée, can the trio learn to live happily ever after?"
1606378,A Good Day to Die Hard,2013,98,5.3,"John McClane travels to Russia to help out his seemingly wayward son, Jack, only to discover that Jack is a CIA operative working undercover, causing the father and son to team up against underworld forces."
